ticker,last_close,last_change_pct,last_change,last_volume(M),last_date,fiftytwo_week_max,fiftytwo_week_min,sma_21,sma_50,sma_200,rsi,atr,atr%,up_3_days,down_3_days,max_value_latest_week,max_date_latest_week,min_value_latest_week,min_date_latest_week,pct_change_latest_week,max_value_latest_month,max_date_latest_month,min_value_latest_month,min_date_latest_month,pct_change_latest_month,max_value_latest_year,max_date_latest_year,min_value_latest_year,min_date_latest_year,pct_change_latest_year,max_value_all_time,max_date_all_time,min_value_all_time,min_date_all_time,pct_change_all_time,security,sector,sub_industry,headquarter,date_added,cik,founded
TDG,1252.0,-0.7,-8.78,0.15,2024-11-26,1443.0,953.0,1306.0,1355.0,1285.0,39.78,35.97,2.87,0,0,1261.0,2024-11-25,1252.0,2024-11-26,-0.7,1383.0,2024-11-06,1240.0,2024-11-21,-4.01,1443.0,2024-10-02,972.5,2024-01-03,26.2,1443.0,2024-10-02,22.17,2006-09-01,5096.0,TransDigm Group,Industrials,Aerospace & Defense,"Cleveland, Ohio",2016-06-03,1260221,1993
TDY,477.5,-0.02,-0.08,0.05,2024-11-26,489.2,362.5,472.8,456.8,420.2,56.84,8.54,1.79,0,0,477.5,2024-11-25,477.5,2024-11-26,-0.02,489.2,2024-11-08,455.2,2024-11-01,4.91,489.2,2024-11-08,362.5,2024-04-24,8.95,489.2,2024-11-08,7.94,1999-12-13,5560.0,Teledyne Technologies,Information Technology,Electronic Equipment & Instruments,"Thousand Oaks, California",2020-06-22,1094285,1960
TECH,75.0,0.86,0.64,0.46,2024-11-26,84.1,61.66,73.2,73.75,73.75,56.16,2.63,3.51,1,0,75.0,2024-11-26,74.4,2024-11-25,0.86,77.6,2024-11-05,66.4,2024-11-19,-0.37,84.1,2024-05-14,62.12,2024-04-19,-2.19,134.8,2021-09-24,0.08,1989-05-17,inf,Bio-Techne,Health Care,Life Sciences Tools & Services,"Minneapolis, Minnesota",2021-08-30,842023,1976
TEL,150.0,-1.76,-2.69,0.57,2024-11-26,159.6,129.1,151.4,149.1,147.4,49.12,3.3,2.2,0,0,152.8,2024-11-25,150.0,2024-11-26,-1.76,155.2,2024-11-07,147.0,2024-11-19,0.01,159.6,2024-07-16,129.1,2024-01-17,8.0,166.0,2021-11-17,7.44,2009-03-09,286.2,TE Connectivity,Information Technology,Electronic Manufacturing Services,"Galway, Ireland",2011-10-17,1385157,2007
TER,108.56,-1.9,-2.1,0.86,2024-11-26,163.0,91.25,107.25,119.25,123.8,45.66,3.27,3.01,0,0,110.7,2024-11-25,108.56,2024-11-26,-1.9,111.6,2024-11-07,102.56,2024-11-15,1.95,163.0,2024-07-16,95.1,2024-02-01,3.63,168.5,2021-12-27,0.33,1974-12-23,8860.0,Teradyne,Information Technology,Semiconductor Materials & Equipment,"North Reading, Massachusetts",2020-09-21,97210,1960
TFC,47.9,-0.4,-0.19,2.85,2024-11-26,48.1,31.56,45.62,43.9,40.28,65.75,1.01,2.11,0,0,48.1,2024-11-25,47.9,2024-11-26,-0.4,48.1,2024-11-25,42.06,2024-11-04,11.89,48.1,2024-11-25,34.53,2024-02-26,27.73,67.44,2022-01-14,1.64,1980-04-08,2436.0,Truist Financial,Financials,Diversified Banks,"Charlotte, North Carolina",1997-12-04,92230,1872
TFX,189.2,-2.77,-5.4,0.21,2024-11-26,256.2,187.4,200.1,222.9,222.0,32.12,5.39,2.85,0,0,194.6,2024-11-25,189.2,2024-11-26,-2.77,211.2,2024-11-01,187.4,2024-11-20,-10.4,255.0,2024-02-15,187.4,2024-11-20,-24.44,443.8,2021-04-28,1.11,1980-03-27,12290.0,Teleflex,Health Care,Health Care Equipment,"Wayne, Pennsylvania",2019-01-18,96943,1943
TGT,127.3,-2.48,-3.24,6.67,2024-11-26,177.9,121.56,145.5,150.4,153.6,33.6,5.47,4.29,0,0,130.5,2024-11-25,127.3,2024-11-26,-2.48,156.5,2024-11-18,121.56,2024-11-21,-15.61,177.9,2024-04-01,121.56,2024-11-21,-11.05,266.5,2021-11-16,0.14,1974-12-19,29710.0,Target Corporation,Consumer Staples,Consumer Staples Merchandise Retail,"Minneapolis, Minnesota",1976-12-31,27419,1902
TJX,125.9,0.89,1.11,1.88,2024-11-26,125.9,88.0,118.06,116.75,108.06,79.3,2.11,1.68,1,0,125.9,2024-11-26,124.8,2024-11-25,0.89,125.9,2024-11-26,112.4,2024-11-01,12.02,125.9,2024-11-26,91.7,2024-01-03,34.97,125.9,2024-11-26,0.29,1990-10-11,16860.0,TJX Companies,Consumer Discretionary,Apparel Retail,"Framingham, Massachusetts",1985-09-30,109198,1987
TMO,511.8,-0.46,-2.37,1.02,2024-11-26,624.0,486.0,535.5,572.0,577.0,29.6,11.22,2.19,0,0,514.0,2024-11-25,511.8,2024-11-26,-0.46,561.0,2024-11-05,501.2,2024-11-18,-8.26,624.0,2024-09-10,501.2,2024-11-18,-5.94,667.0,2021-12-31,1.0,1982-08-11,24700.0,Thermo Fisher Scientific,Health Care,Life Sciences Tools & Services,"Waltham, Massachusetts",2004-08-03,97745,2006 (1902)
TMUS,243.8,1.6,3.85,1.52,2024-11-26,243.8,148.4,233.4,221.1,186.4,70.44,3.74,1.54,1,0,243.8,2024-11-26,240.0,2024-11-25,1.6,243.8,2024-11-26,223.2,2024-11-01,9.19,243.8,2024-11-26,159.8,2024-04-16,50.56,243.8,2024-11-26,11.06,2010-01-28,344.8,T-Mobile US,Communication Services,Wireless Telecommunication Services,"Bellevue, Washington",2019-07-15,1283699,1994
TPL,1554.0,-3.69,-59.53,0.19,2024-11-26,1730.0,474.8,1365.0,1149.0,792.5,68.1,71.6,4.61,0,0,1614.0,2024-11-25,1554.0,2024-11-26,-3.69,1730.0,2024-11-22,1173.0,2024-11-01,32.56,1730.0,2024-11-22,474.8,2024-02-13,190.6,1730.0,2024-11-22,1.12,1992-11-16,inf,Texas Pacific Land Corporation,Energy,Oil & Gas Exploration & Production,"Dallas, Texas",2024-11-26,1811074,1888
TPR,61.0,0.25,0.15,2.34,2024-11-26,61.0,31.02,53.2,48.72,44.0,76.94,1.81,2.97,1,0,61.0,2024-11-26,60.84,2024-11-25,0.25,61.0,2024-11-26,46.97,2024-11-01,29.88,61.0,2024-11-26,35.84,2024-01-18,59.8,79.0,2012-03-26,2.09,2000-10-23,2402.0,"Tapestry, Inc.",Consumer Discretionary,"Apparel, Accessories & Luxury Goods","New York City, New York",2004-09-01,1116132,2017
TRGP,201.6,0.29,0.58,0.88,2024-11-26,207.8,81.5,189.0,171.4,134.4,70.5,4.8,2.38,0,0,201.6,2024-11-26,201.0,2024-11-25,0.29,207.8,2024-11-21,165.2,2024-11-01,22.02,207.8,2024-11-21,81.5,2024-01-17,133.4,207.8,2024-11-21,4.73,2020-03-18,716.5,Targa Resources,Energy,Oil & Gas Storage & Transportation,"Houston, Texas",2022-10-12,1389170,2005
TRMB,72.5,-0.62,-0.45,0.32,2024-11-26,73.4,44.66,68.75,64.25,59.34,69.0,1.58,2.18,0,0,72.94,2024-11-25,72.5,2024-11-26,-0.62,73.4,2024-11-11,61.22,2024-11-01,18.44,73.4,2024-11-11,49.3,2024-01-17,38.22,95.75,2021-08-30,0.96,1990-09-10,4092.0,Trimble Inc.,Information Technology,Electronic Equipment & Instruments,"Westminster, Colorado",2021-01-21,864749,1978
TROW,123.6,0.54,0.67,0.57,2024-11-26,123.6,98.4,117.3,112.9,113.0,70.3,2.36,1.91,1,0,123.6,2024-11-26,123.0,2024-11-25,0.54,123.6,2024-11-26,112.06,2024-11-01,10.33,123.6,2024-11-26,101.7,2024-09-06,14.58,223.9,2021-08-31,0.55,1987-12-16,15260.0,T. Rowe Price,Financials,Asset Management & Custody Banks,"Baltimore, Maryland",2019-07-29,1113169,1937
TRV,262.8,0.56,1.47,0.45,2024-11-26,265.5,176.9,255.1,247.6,224.9,62.03,4.75,1.81,0,0,262.8,2024-11-26,261.2,2024-11-25,0.56,262.8,2024-11-18,242.8,2024-11-04,6.94,265.5,2024-10-18,191.2,2024-01-03,37.22,265.5,2024-10-18,6.28,1976-06-11,2912.0,Travelers Companies (The),Financials,Property & Casualty Insurance,"New York City, New York",2002-08-21,86312,1853
TSCO,281.8,-1.44,-4.13,0.27,2024-11-26,303.8,199.9,277.0,284.2,269.2,51.97,6.18,2.19,0,0,286.0,2024-11-25,281.8,2024-11-26,-1.44,289.2,2024-11-07,266.5,2024-11-01,5.74,303.8,2024-10-14,212.6,2024-01-03,30.16,303.8,2024-10-14,0.44,1994-02-17,64320.0,Tractor Supply,Consumer Discretionary,Other Specialty Retail,"Brentwood, Tennessee",2014-01-24,916365,1938
TSLA,338.2,-0.13,-0.44,46.62,2024-11-26,352.5,142.0,307.2,268.5,213.2,63.22,17.31,5.12,0,0,338.5,2024-11-25,338.2,2024-11-26,-0.13,352.5,2024-11-22,242.9,2024-11-04,35.8,352.5,2024-11-22,142.0,2024-04-22,36.12,410.0,2021-11-04,1.05,2010-07-07,21140.0,"Tesla, Inc.",Consumer Discretionary,Automobile Manufacturers,"Austin, Texas",2020-12-21,1318605,2003
TSN,63.53,-0.41,-0.26,0.57,2024-11-26,65.9,46.84,61.34,60.22,59.1,62.38,1.31,2.07,0,0,63.78,2024-11-25,63.53,2024-11-26,-0.41,64.56,2024-11-18,58.3,2024-11-04,8.84,65.9,2024-09-06,51.62,2024-02-13,14.39,99.06,2022-02-07,1.61,1980-04-21,3076.0,Tyson Foods,Consumer Staples,Packaged Foods & Meats,"Springdale, Arkansas",2005-08-10,100493,1935
TT,418.5,1.25,5.17,0.57,2024-11-26,418.5,222.6,401.8,395.8,338.8,63.72,8.71,2.08,0,0,418.5,2024-11-26,413.2,2024-11-25,1.25,418.5,2024-11-26,376.2,2024-11-01,11.26,418.5,2024-11-26,236.0,2024-01-03,73.94,418.5,2024-11-26,1.47,1984-07-24,18660.0,Trane Technologies,Industrials,Building Products,"Dublin, Ireland",2010-11-17,1466258,1871
TTWO,188.0,0.18,0.35,0.65,2024-11-26,188.1,135.6,176.5,163.6,154.1,77.3,3.64,1.94,0,0,188.0,2024-11-26,187.6,2024-11-25,0.18,188.1,2024-11-22,162.9,2024-11-04,14.77,188.1,2024-11-22,135.6,2024-08-07,18.02,213.4,2021-02-08,3.33,1997-12-29,4700.0,Take-Two Interactive,Communication Services,Interactive Home Entertainment,"New York City, New York",2018-03-19,946581,1993
TXN,200.2,-1.31,-2.65,2.3,2024-11-26,220.2,152.8,206.4,204.5,191.4,45.4,5.4,2.7,0,0,202.9,2024-11-25,200.2,2024-11-26,-1.31,220.2,2024-11-08,198.0,2024-11-22,-2.27,220.2,2024-11-08,156.9,2024-02-13,18.31,220.2,2024-11-08,1.25,1974-09-27,11670.0,Texas Instruments,Information Technology,Semiconductors,"Dallas, Texas",2001-03-12,97476,1930
TXT,84.9,-0.99,-0.85,0.34,2024-11-26,97.0,74.8,84.5,85.9,88.3,49.38,1.81,2.13,0,0,85.75,2024-11-25,84.9,2024-11-26,-0.99,88.1,2024-11-11,81.25,2024-11-19,4.23,97.0,2024-04-08,77.06,2024-01-17,5.56,97.0,2024-04-08,1.47,1974-09-13,2440.0,Textron,Industrials,Aerospace & Defense,"Providence, Rhode Island",1978-12-31,217346,1923
TYL,629.0,0.75,4.67,0.11,2024-11-26,629.0,399.2,610.0,597.0,517.0,63.62,12.03,1.91,1,0,629.0,2024-11-26,624.0,2024-11-25,0.75,629.0,2024-11-26,597.0,2024-11-15,4.33,629.0,2024-11-26,399.2,2024-04-16,54.06,629.0,2024-11-26,1.12,2001-03-06,28930.0,Tyler Technologies,Information Technology,Application Software,"Plano, Texas",2020-06-22,860731,1966
UAL,97.9,1.07,1.04,4.4,2024-11-26,97.9,37.88,88.0,73.25,53.62,82.4,3.22,3.29,1,0,97.9,2024-11-26,96.8,2024-11-25,1.07,97.9,2024-11-26,77.25,2024-11-04,21.64,97.9,2024-11-26,37.88,2024-01-17,140.4,97.9,2024-11-26,3.13,2008-07-15,188.8,United Airlines Holdings,Industrials,Passenger Airlines,"Chicago, Illinois",2015-09-03,100517,1967
UBER,71.56,-2.54,-1.86,8.04,2024-11-26,86.3,56.22,72.56,75.5,72.4,45.2,2.29,3.2,0,0,73.44,2024-11-25,71.56,2024-11-26,-2.54,74.4,2024-11-06,69.1,2024-11-19,-2.31,86.3,2024-10-11,57.6,2024-01-05,22.56,86.3,2024-10-11,14.82,2020-03-18,72.1,Uber,Industrials,Passenger Ground Transportation,"San Francisco, California",2023-12-18,1543151,2009
UDR,45.88,0.7,0.32,0.5,2024-11-26,47.12,33.28,44.03,44.47,40.75,63.25,0.77,1.68,1,0,45.88,2024-11-26,45.56,2024-11-25,0.7,45.88,2024-11-26,41.3,2024-11-01,11.11,47.12,2024-09-13,34.62,2024-02-13,18.77,60.78,2022-01-04,2.12,1980-05-02,1978.0,"UDR, Inc.",Real Estate,Multi-Family Residential REITs,"Highlands Ranch, Colorado",2016-03-07,74208,1972
UHS,203.1,1.99,3.97,0.37,2024-11-26,241.5,134.4,203.5,216.8,195.8,44.8,5.96,2.93,1,0,203.1,2024-11-26,199.2,2024-11-25,1.99,212.1,2024-11-05,196.8,2024-11-19,-1.01,241.5,2024-09-24,152.1,2024-01-04,29.9,241.5,2024-09-24,0.38,1987-11-23,15950.0,Universal Health Services,Health Care,Health Care Facilities,"King of Prussia, Pennsylvania",2014-09-20,352915,1979
ULTA,361.0,-0.44,-1.61,0.45,2024-11-26,567.0,320.5,369.8,375.5,410.2,46.7,11.28,3.12,0,0,362.8,2024-11-25,361.0,2024-11-26,-0.44,393.2,2024-11-07,338.5,2024-11-22,-4.4,567.0,2024-03-13,320.5,2024-08-12,-25.81,567.0,2024-03-13,4.29,2009-03-09,1111.0,Ulta Beauty,Consumer Discretionary,Other Specialty Retail,"Bolingbrook, Illinois",2016-04-18,1403568,1990
UNH,604.0,-0.32,-1.97,1.29,2024-11-26,625.0,439.2,590.5,583.5,535.0,56.2,13.42,2.22,0,0,606.0,2024-11-25,604.0,2024-11-26,-0.32,625.0,2024-11-11,558.0,2024-11-04,6.4,625.0,2024-11-11,439.2,2024-04-12,11.96,625.0,2024-11-11,0.09,1987-11-17,inf,UnitedHealth Group,Health Care,Managed Health Care,"Minnetonka, Minnesota",1994-07-01,731766,1977
UNP,244.9,-1.76,-4.39,1.33,2024-11-26,257.0,221.2,237.9,240.2,240.2,56.97,4.87,1.99,0,0,249.4,2024-11-25,244.9,2024-11-26,-1.76,249.4,2024-11-25,229.9,2024-11-04,5.26,257.0,2024-02-23,221.4,2024-06-17,0.62,276.8,2022-03-30,2.5,1982-08-13,8024.0,Union Pacific Corporation,Industrials,Rail Transportation,"Omaha, Nebraska",1957-03-04,100885,1862
UPS,134.8,-1.98,-2.73,1.51,2024-11-26,163.0,123.3,133.5,133.2,138.6,52.88,2.77,2.06,0,0,137.5,2024-11-25,134.8,2024-11-26,-1.98,137.5,2024-11-25,130.1,2024-11-12,0.57,161.2,2024-01-10,123.3,2024-08-07,-14.86,232.1,2022-02-02,38.3,2009-03-09,97.5,United Parcel Service,Industrials,Air Freight & Logistics,"Sandy Springs, Georgia",2002-07-22,1090727,1907
URI,866.0,0.17,1.45,0.14,2024-11-26,880.5,456.0,839.0,824.0,718.5,60.2,20.42,2.36,1,0,866.0,2024-11-26,864.5,2024-11-25,0.17,880.5,2024-11-06,786.0,2024-11-04,9.12,880.5,2024-11-06,541.5,2024-01-05,52.7,880.5,2024-11-06,3.03,2009-03-09,5670.0,United Rentals,Industrials,Trading Companies & Distributors,"Stamford, Connecticut",2014-09-20,1067701,1997
USB,53.66,0.07,0.03,2.02,2024-11-26,53.66,37.03,50.25,48.0,43.62,70.1,1.11,2.07,1,0,53.66,2024-11-26,53.62,2024-11-25,0.07,53.66,2024-11-26,47.2,2024-11-04,12.18,53.66,2024-11-26,38.44,2024-06-11,22.22,63.25,2022-01-14,0.33,1974-09-16,11540.0,U.S. Bancorp,Financials,Diversified Banks,"Minneapolis, Minnesota",1999-11-01,36104,1968
V,312.5,-0.25,-0.8,2.28,2024-11-26,313.2,253.0,304.0,290.2,278.0,68.44,4.41,1.41,0,0,313.2,2024-11-25,312.5,2024-11-26,-0.25,313.2,2024-11-25,290.8,2024-11-01,7.45,313.2,2024-11-25,253.8,2024-07-25,20.69,313.2,2024-11-25,10.6,2009-01-20,2112.0,Visa Inc.,Financials,Transaction & Payment Processing Services,"San Francisco, California",2009-12-21,1403161,1958
VICI,32.44,-0.25,-0.08,0.96,2024-11-26,34.06,27.16,31.8,32.38,30.47,56.25,0.5,1.53,0,0,32.53,2024-11-25,32.44,2024-11-26,-0.25,32.53,2024-11-25,30.94,2024-11-07,3.21,34.06,2024-09-10,27.16,2024-04-16,-0.64,35.53,2022-08-15,11.2,2020-03-18,61.44,Vici Properties,Real Estate,Hotel & Resort REITs,"New York City, New York",2022-06-08,1705696,2017
VLO,138.9,-0.69,-0.96,0.9,2024-11-26,183.4,120.9,136.8,136.8,149.8,52.06,3.35,2.41,0,1,139.9,2024-11-25,138.9,2024-11-26,-0.69,144.0,2024-11-18,128.2,2024-11-01,8.3,183.4,2024-04-05,124.75,2024-01-10,6.28,183.4,2024-04-05,1.03,1988-02-12,2418.0,Valero Energy,Energy,Oil & Gas Refining & Marketing,"San Antonio, Texas",2002-12-20,1035002,1980
VLTO,108.1,-0.31,-0.34,0.42,2024-11-26,113.6,73.3,104.25,108.06,100.0,58.75,2.02,1.87,0,0,108.5,2024-11-25,108.1,2024-11-26,-0.31,108.5,2024-11-25,101.56,2024-11-01,6.45,113.6,2024-10-18,74.56,2024-01-16,33.47,113.6,2024-10-18,67.5,2023-11-01,39.0,Veralto,Industrials,Environmental & Facilities Services,"Waltham, Massachusetts",2023-10-02,1967680,2023
VMC,288.8,-0.58,-1.7,0.27,2024-11-26,292.2,211.1,281.2,263.0,257.5,65.94,5.79,2.0,0,0,290.2,2024-11-25,288.8,2024-11-26,-0.58,292.2,2024-11-08,268.8,2024-11-04,6.76,292.2,2024-11-08,219.4,2024-01-03,29.1,292.2,2024-11-08,0.85,1973-12-05,25550.0,Vulcan Materials Company,Materials,Construction Materials,"Birmingham, Alabama",1999-06-30,1396009,1909
VRSK,294.5,1.06,3.09,0.18,2024-11-26,294.5,218.0,282.5,273.8,258.5,72.2,4.71,1.6,1,0,294.5,2024-11-26,291.5,2024-11-25,1.06,294.5,2024-11-26,275.5,2024-11-01,6.93,294.5,2024-11-26,218.0,2024-04-30,23.78,294.5,2024-11-26,26.25,2009-10-12,982.0,Verisk Analytics,Industrials,Research & Consulting Services,"Jersey City, New Jersey",2015-10-08,1442145,1971
VRSN,184.5,1.4,2.55,0.22,2024-11-26,220.0,168.4,181.6,183.9,182.2,53.56,3.41,1.85,0,0,184.5,2024-11-26,181.9,2024-11-25,1.4,186.6,2024-11-06,176.6,2024-11-01,4.4,206.4,2024-01-23,168.4,2024-05-03,-8.48,255.9,2021-12-29,4.13,2002-10-08,2794.0,Verisign,Information Technology,Internet Services & Infrastructure,"Dulles, Virginia",2006-02-01,1014473,1995
VRTX,461.8,0.02,0.11,0.66,2024-11-26,516.5,347.0,476.5,473.2,454.8,44.38,12.38,2.68,1,0,461.8,2024-11-26,461.8,2024-11-25,0.02,516.5,2024-11-08,448.0,2024-11-19,-1.97,516.5,2024-11-08,392.8,2024-04-30,12.39,516.5,2024-11-08,3.38,1992-06-18,10160.0,Vertex Pharmaceuticals,Health Care,Biotechnology,"Boston, Massachusetts",2013-09-23,875320,1989
VST,159.5,3.5,5.4,3.6,2024-11-26,166.6,34.9,140.2,129.9,90.25,65.2,8.67,5.43,0,0,159.5,2024-11-26,154.1,2024-11-25,3.5,166.6,2024-11-21,115.75,2024-11-04,33.5,166.6,2024-11-21,38.06,2024-01-02,319.0,166.6,2024-11-21,12.6,2020-03-18,929.5,Vistra Corp.,Utilities,Electric Utilities,"Irving, Texas",2024-05-08,1692819,2016
VTR,64.1,1.42,0.9,1.69,2024-11-26,66.5,41.7,64.4,64.06,53.56,49.84,1.13,1.76,0,0,64.1,2024-11-26,63.2,2024-11-25,1.42,65.1,2024-11-08,63.2,2024-11-25,-0.15,66.5,2024-10-30,41.7,2024-04-16,26.75,94.7,2013-05-21,3.21,2000-03-15,161.9,Ventas,Real Estate,Health Care REITs,"Chicago, Illinois",2009-03-04,740260,1998
VTRS,13.06,-2.25,-0.3,3.47,2024-11-26,13.53,9.13,12.59,11.98,11.62,60.72,0.35,2.68,0,0,13.36,2024-11-25,13.06,2024-11-26,-2.25,13.37,2024-11-22,11.45,2024-11-04,12.39,13.53,2024-02-23,10.05,2024-06-18,14.66,76.06,2015-04-24,1.0,1980-10-28,804.0,Viatris,Health Care,Pharmaceuticals,"Pittsburgh, Pennsylvania",2004-04-23,1792044,1961
VZ,44.22,0.53,0.24,7.11,2024-11-26,45.22,37.0,41.7,42.88,41.22,67.0,0.74,1.68,1,0,44.22,2024-11-26,43.97,2024-11-25,0.53,44.22,2024-11-26,40.4,2024-11-12,6.9,45.22,2024-10-01,37.9,2024-01-11,13.72,62.5,1999-10-04,7.32,1983-12-27,460.0,Verizon,Communication Services,Integrated Telecommunication Services,"New York City, New York",1983-11-30,732712,1983 (1877)
WAB,201.4,1.04,2.08,0.29,2024-11-26,201.4,115.06,195.8,189.1,164.5,67.1,3.18,1.58,1,0,201.4,2024-11-26,199.2,2024-11-25,1.04,201.4,2024-11-26,186.9,2024-11-01,7.77,201.4,2024-11-26,124.0,2024-01-04,59.94,201.4,2024-11-26,4.16,2000-10-18,2584.0,Wabtec,Industrials,Construction Machinery & Heavy Transportation Equipment,"Pittsburgh, Pennsylvania",2019-02-27,943452,1999 (1869)
WAT,384.5,1.68,6.36,0.68,2024-11-26,387.2,276.0,368.8,356.2,332.8,61.3,11.58,3.01,1,0,384.5,2024-11-26,378.2,2024-11-25,1.68,387.2,2024-11-04,344.8,2024-11-19,-0.69,387.2,2024-11-04,282.8,2024-07-01,17.02,424.8,2021-09-08,3.44,1995-11-29,10070.0,Waters Corporation,Health Care,Life Sciences Tools & Services,"Milford, Massachusetts",2002-01-02,1000697,1958
WBA,8.77,-3.15,-0.29,10.22,2024-11-26,26.66,8.24,8.99,9.13,13.92,46.5,0.43,4.87,0,0,9.06,2024-11-25,8.77,2024-11-26,-3.15,9.62,2024-11-05,8.24,2024-11-20,-7.24,26.66,2024-01-02,8.24,2024-11-20,-67.06,96.7,2015-08-05,0.21,1980-03-18,4100.0,Walgreens Boots Alliance,Consumer Staples,Drug Retail,"Deerfield, Illinois",1979-12-31,1618921,2014
WBD,10.12,-2.64,-0.27,14.22,2024-11-26,12.49,6.71,9.15,8.41,8.17,66.25,0.42,4.17,0,0,10.4,2024-11-25,10.12,2024-11-26,-2.64,10.4,2024-11-25,8.17,2024-11-04,23.03,11.66,2024-01-02,6.71,2024-08-12,-13.16,77.25,2021-03-19,5.25,2008-10-24,29.52,Warner Bros. Discovery,Communication Services,Broadcasting,"New York City, New York",2022-04-11,1437107,2022 (Warner Bros. 1923)
WDC,72.7,4.67,3.25,6.86,2024-11-26,80.25,46.78,66.5,66.75,67.9,65.5,2.3,3.16,1,0,72.7,2024-11-26,69.44,2024-11-25,4.67,72.7,2024-11-26,62.72,2024-11-13,10.31,80.25,2024-07-10,49.44,2024-01-09,42.88,114.25,2014-12-22,0.69,1978-12-18,6360.0,Western Digital,Information Technology,"Technology Hardware, Storage & Peripherals","San Jose, California",2009-07-01,106040,1970
WEC,101.2,-0.14,-0.14,0.41,2024-11-26,101.4,76.44,97.75,96.94,86.6,64.75,1.46,1.44,0,0,101.4,2024-11-25,101.2,2024-11-26,-0.14,101.4,2024-11-25,94.94,2024-11-04,5.9,101.4,2024-11-25,76.44,2024-02-13,17.25,108.25,2022-05-24,2.19,1980-12-08,4484.0,WEC Energy Group,Utilities,Electric Utilities,"Milwaukee, Wisconsin",2008-10-31,783325,1896
WELL,138.5,2.01,2.73,1.39,2024-11-26,138.5,86.5,136.4,131.5,110.1,60.1,2.42,1.75,0,0,138.5,2024-11-26,135.8,2024-11-25,2.01,138.5,2024-11-26,133.2,2024-11-01,3.91,138.5,2024-11-26,86.5,2024-01-31,53.47,138.5,2024-11-26,6.17,1980-04-08,2030.0,Welltower,Real Estate,Health Care REITs,"Toledo, Ohio",2009-01-30,766704,1970
WFC,77.9,1.28,0.99,10.47,2024-11-26,77.9,43.38,71.06,64.2,59.12,79.56,1.69,2.17,1,0,77.9,2024-11-26,76.9,2024-11-25,1.28,77.9,2024-11-26,63.7,2024-11-04,20.42,77.9,2024-11-26,46.44,2024-01-18,57.88,77.9,2024-11-26,0.49,1974-10-01,8750.0,Wells Fargo,Financials,Diversified Banks,"San Francisco, California",1976-06-30,72971,1852
WM,227.5,0.83,1.87,0.47,2024-11-26,227.5,169.6,220.2,213.6,209.6,67.44,3.44,1.51,1,0,227.5,2024-11-26,225.6,2024-11-25,0.83,227.5,2024-11-26,214.0,2024-11-01,6.32,227.5,2024-11-26,177.8,2024-01-05,26.69,227.5,2024-11-26,1.38,1990-01-30,4820.0,Waste Management,Industrials,Environmental & Facilities Services,"Houston, Texas",1998-08-31,823768,1968
WMB,58.28,0.15,0.09,3.93,2024-11-26,59.75,33.06,55.84,51.88,43.44,67.9,1.21,2.08,0,0,58.28,2024-11-26,58.2,2024-11-25,0.15,59.75,2024-11-21,51.56,2024-11-01,13.02,59.75,2024-11-21,33.06,2024-02-14,64.06,60.88,2015-06-22,0.72,2002-07-25,1607.0,Williams Companies,Energy,Oil & Gas Storage & Transportation,"Tulsa, Oklahoma",1975-03-31,107263,1908
WMT,91.7,2.41,2.16,8.91,2024-11-26,91.7,50.28,85.06,82.56,69.94,76.75,1.58,1.73,0,0,91.7,2024-11-26,89.5,2024-11-25,2.41,91.7,2024-11-26,82.2,2024-11-01,11.52,91.7,2024-11-26,52.25,2024-01-05,72.6,91.7,2024-11-26,0.01,1974-12-10,inf,Walmart,Consumer Staples,Consumer Staples Merchandise Retail,"Bentonville, Arkansas",1982-08-31,104169,1962
WRB,63.9,1.38,0.87,0.29,2024-11-26,63.9,46.22,60.1,58.97,56.06,70.6,1.07,1.67,1,0,63.9,2024-11-26,63.06,2024-11-25,1.38,63.9,2024-11-26,57.5,2024-11-01,11.17,63.9,2024-11-26,48.0,2024-01-10,32.88,63.9,2024-11-26,0.04,1975-12-18,41440.0,W. R. Berkley Corporation,Financials,Property & Casualty Insurance,"Greenwich, Connecticut",2019-12-05,11544,1967
WST,319.2,-0.18,-0.59,0.15,2024-11-26,413.0,277.2,320.0,308.0,332.5,52.34,10.9,3.41,0,0,319.8,2024-11-25,319.2,2024-11-26,-0.18,344.0,2024-11-13,304.0,2024-11-19,0.85,413.0,2024-02-07,277.2,2024-07-25,-8.46,471.2,2021-12-30,0.69,1980-03-27,40770.0,West Pharmaceutical Services,Health Care,Health Care Supplies,"Exton, Pennsylvania",2020-05-22,105770,1923
WTW,317.5,0.92,2.89,0.28,2024-11-26,317.5,235.5,310.2,299.5,276.5,66.7,5.41,1.7,1,0,317.5,2024-11-26,314.8,2024-11-25,0.92,317.5,2024-11-26,299.2,2024-11-01,6.09,317.5,2024-11-26,238.9,2024-01-05,32.34,317.5,2024-11-26,42.9,2001-06-14,622.0,Willis Towers Watson,Financials,Insurance Brokers,"London, United Kingdom",2016-01-05,1140536,2016
WY,31.83,-1.24,-0.4,1.06,2024-11-26,35.94,27.05,31.27,32.25,31.62,53.4,0.64,2.0,0,0,32.22,2024-11-25,31.83,2024-11-26,-1.24,32.22,2024-11-25,30.6,2024-11-21,2.08,35.94,2024-03-27,27.05,2024-07-03,-8.51,86.2,2007-03-06,13.47,2020-03-23,66.8,Weyerhaeuser,Real Estate,Timber REITs,"Seattle, Washington",1979-10-01,106535,1900
